Image,Total Pixels,Tumor Area,Tumor Ratio (%),Tumor Type
IMG000805.jpeg,412108,24756.5,6.01,Benign (Lành tính)
IMG000261.jpeg,1311382,2492.0,0.19,Benign (Lành tính)
IMG000970.jpeg,2358507,100238.0,4.25,Benign (Lành tính)
IMG000911.jpeg,3703224,2687.0,0.07,Benign (Lành tính)
IMG000836.jpeg,1971520,9378.0,0.48,Benign (Lành tính)
IMG001213.jpeg,3802470,7728.5,0.2,Benign (Lành tính)
IMG000119.jpeg,405055,11919.5,2.94,Malignant (Ác tính)
IMG000095.jpeg,431420,18657.5,4.32,Malignant (Ác tính)
IMG000361.jpeg,4334400,12770.5,0.29,Benign (Lành tính)
IMG001629.jpeg,618750,13467.0,2.18,Malignant (Ác tính)
IMG000044.jpeg,411575,7512.5,1.83,Malignant (Ác tính)
IMG000083.jpeg,384888,28687.0,7.45,Malignant (Ác tính)
IMG000717.jpeg,3550728,521240.5,14.68,Benign (Lành tính)
IMG000164.jpeg,397879,18812.5,4.73,Malignant (Ác tính)
IMG001753.jpeg,723600,1997.0,0.28,Benign (Lành tính)
IMG000523.jpeg,4328220,6164.5,0.14,Benign (Lành tính)
IMG001705.jpeg,1340416,15100.5,1.13,Benign (Lành tính)
IMG001043.jpeg,2276402,1342.5,0.06,Benign (Lành tính)
IMG001319.jpeg,3703224,5289.5,0.14,Benign (Lành tính)
IMG001827.jpeg,1198344,21734.0,1.81,Benign (Lành tính)
IMG001253.jpeg,3073941,546.0,0.02,Benign (Lành tính)
IMG001205.jpeg,3707830,191161.5,5.16,Benign (Lành tính)
IMG000784.jpeg,405825,542.5,0.13,Benign (Lành tính)
IMG000906.jpeg,3914190,5105.0,0.13,Benign (Lành tính)
IMG001732.jpeg,835584,14154.0,1.69,Benign (Lành tính)
IMG001697.jpeg,1180800,3583.0,0.3,Benign (Lành tính)
IMG000997.jpeg,3637800,101164.0,2.78,Benign (Lành tính)
IMG000374.jpeg,1532910,81524.5,5.32,Benign (Lành tính)
IMG000493.jpeg,3990847,8717.5,0.22,Benign (Lành tính)
IMG000577.jpeg,7774464,7882.0,0.1,Benign (Lành tính)
IMG001249.jpeg,3436096,5800.5,0.17,Benign (Lành tính)
IMG001488.jpeg,2249940,20633.5,0.92,Benign (Lành tính)
IMG000863.jpeg,4417382,1117.5,0.03,Benign (Lành tính)
IMG000170.jpeg,412644,24547.0,5.95,Malignant (Ác tính)
IMG001496.jpeg,6589530,103092.0,1.56,Benign (Lành tính)
IMG000969.jpeg,2360528,332693.5,14.09,Benign (Lành tính)
IMG001376.jpeg,1860396,322704.5,17.35,Malignant (Ác tính)
IMG000924.jpeg,6770820,1090.0,0.02,Benign (Lành tính)
IMG000984.jpeg,8678916,27725.5,0.32,Benign (Lành tính)
IMG001397.jpeg,2103136,94575.0,4.5,Malignant (Ác tính)
IMG001815.jpeg,1028400,47552.0,4.62,Benign (Lành tính)
IMG001863.jpeg,1206272,24350.5,2.02,Benign (Lành tính)
IMG000429.jpeg,1444284,3851.5,0.27,Benign (Lành tính)
IMG000537.jpeg,4113528,42646.5,1.04,Benign (Lành tính)
IMG001689.jpeg,1335296,1670.5,0.13,Benign (Lành tính)
IMG000882.jpeg,2576250,12560.0,0.49,Benign (Lành tính)
IMG001080.jpeg,3840946,47403.0,1.23,Benign (Lành tính)
IMG001378.jpeg,4128072,236932.5,5.74,Malignant (Ác tính)
IMG000726.jpeg,4190654,3869.0,0.09,Benign (Lành tính)
IMG000107.jpeg,385700,8668.0,2.25,Malignant (Ác tính)
IMG000678.jpeg,6730800,113918.0,1.69,Benign (Lành tính)
IMG001359.jpeg,6774400,55286.5,0.82,Benign (Lành tính)
IMG000030.jpeg,7774464,120291.5,1.55,Benign (Lành tính)
IMG001518.jpeg,5170230,27381.5,0.53,Benign (Lành tính)
IMG000450.jpeg,4770632,29492.5,0.62,Benign (Lành tính)
IMG000732.jpeg,3242966,3790.5,0.12,Benign (Lành tính)
IMG001515.jpeg,1363072,95305.0,6.99,Benign (Lành tính)
IMG001207.jpeg,2396160,185778.5,7.75,Benign (Lành tính)
IMG001717.jpeg,991500,78433.0,7.91,Benign (Lành tính)
IMG001641.jpeg,1310720,11722.0,0.89,Benign (Lành tính)
IMG001592.jpeg,6114512,1088505.0,17.8,Benign (Lành tính)
IMG001431.jpeg,3158516,165263.5,5.23,Malignant (Ác tính)
IMG000097.jpeg,406049,17778.5,4.38,Malignant (Ác tính)
IMG001177.jpeg,3700008,819.5,0.02,Benign (Lành tính)
IMG001788.jpeg,1219584,11659.5,0.96,Benign (Lành tính)
IMG001172.jpeg,2347015,175670.0,7.48,Benign (Lành tính)
IMG001157.jpeg,4594056,18812.5,0.41,Benign (Lành tính)
IMG001793.jpeg,1446912,75822.5,5.24,Malignant (Ác tính)
IMG000357.jpeg,4760865,962.5,0.02,Benign (Lành tính)
IMG000552.jpeg,7774464,69847.0,0.9,Benign (Lành tính)
IMG001725.jpeg,369199,7191.5,1.95,Benign (Lành tính)
IMG001390.jpeg,482058,20902.5,4.34,Benign (Lành tính)
IMG000194.jpeg,408388,5278.5,1.29,Malignant (Ác tính)
IMG000670.jpeg,3659955,141486.5,3.87,Benign (Lành tính)
IMG001256.jpeg,4149920,3414.0,0.08,Benign (Lành tính)
IMG001216.jpeg,4673210,371757.5,7.96,Benign (Lành tính)
IMG001133.jpeg,7851204,10004.0,0.13,Benign (Lành tính)
IMG000343.jpeg,1817493,1720.0,0.09,Benign (Lành tính)
IMG000858.jpeg,3695406,3917.0,0.11,Benign (Lành tính)
IMG000794.jpeg,466336,4997.5,1.07,Benign (Lành tính)
IMG001483.jpeg,3195150,43781.5,1.37,Malignant (Ác tính)
IMG001393.jpeg,2441860,4453.0,0.18,Benign (Lành tính)
IMG000718.jpeg,3442425,332455.5,9.66,Benign (Lành tính)
IMG001543.jpeg,403520,2461.5,0.61,Benign (Lành tính)
IMG001685.jpeg,1304320,13930.5,1.07,Benign (Lành tính)
IMG000413.jpeg,3792204,37715.5,0.99,Benign (Lành tính)
IMG000075.jpeg,462944,19765.0,4.27,Malignant (Ác tính)
IMG001245.jpeg,2891790,89026.5,3.08,Benign (Lành tính)
IMG001867.jpeg,400400,53414.5,13.34,Malignant (Ác tính)
IMG001298.jpeg,3911530,6996.0,0.18,Benign (Lành tính)
IMG001052.jpeg,6017209,24495.5,0.41,Benign (Lành tính)
IMG000548.jpeg,2787120,2231.5,0.08,Benign (Lành tính)
IMG001851.jpeg,458752,11109.0,2.42,Benign (Lành tính)
IMG001237.jpeg,3711050,144938.0,3.91,Benign (Lành tính)
IMG000675.jpeg,2712669,43998.0,1.62,Benign (Lành tính)
IMG000051.jpeg,662595,9759.5,1.47,Malignant (Ác tính)
IMG001768.jpeg,839175,4467.5,0.53,Benign (Lành tính)
IMG001439.jpeg,1228200,67583.0,5.5,Benign (Lành tính)
IMG000965.jpeg,3758016,11995.5,0.32,Benign (Lành tính)
IMG000431.jpeg,4352922,5229.5,0.12,Benign (Lành tính)
IMG001255.jpeg,4088234,4390.5,0.11,Benign (Lành tính)
IMG001530.jpeg,2497046,431280.5,17.27,Benign (Lành tính)
IMG000296.jpeg,4109985,4997.0,0.12,Benign (Lành tính)
IMG000270.jpeg,5991264,13635.5,0.23,Benign (Lành tính)
IMG001741.jpeg,438600,768.0,0.18,Benign (Lành tính)
IMG001020.jpeg,3072384,628.5,0.02,Benign (Lành tính)
IMG000650.jpeg,5430960,424165.5,7.81,Benign (Lành tính)
IMG000003.jpeg,6900832,120810.0,1.75,Malignant (Ác tính)
IMG000932.jpeg,3704610,757.0,0.02,Benign (Lành tính)
IMG001853.jpeg,741120,24201.5,3.27,Benign (Lành tính)
IMG000528.jpeg,4371840,9541.0,0.22,Benign (Lành tính)
IMG000651.jpeg,4606101,308123.0,6.69,Benign (Lành tính)
IMG001329.jpeg,2773890,9284.0,0.33,Benign (Lành tính)
IMG000758.jpeg,7774464,118088.0,1.52,Malignant (Ác tính)
IMG000564.jpeg,8125884,46172.0,0.57,Benign (Lành tính)
IMG001153.jpeg,3707830,6449.0,0.17,Benign (Lành tính)
IMG000280.jpeg,4848920,9596.0,0.2,Benign (Lành tính)
IMG000391.jpeg,5244552,24450.5,0.47,Benign (Lành tính)
IMG000640.jpeg,7774464,22287.5,0.29,Benign (Lành tính)
IMG001193.jpeg,3885358,38908.0,1.0,Benign (Lành tính)
IMG001360.jpeg,11087280,987058.5,8.9,Benign (Lành tính)
IMG000102.jpeg,411060,23021.5,5.6,Malignant (Ác tính)
IMG001191.jpeg,5253264,133144.5,2.53,Benign (Lành tính)
IMG000409.jpeg,1991760,7445.5,0.37,Benign (Lành tính)
IMG001849.jpeg,537600,10143.5,1.89,Benign (Lành tính)
IMG001624.jpeg,2256004,27202.5,1.21,Benign (Lành tính)
IMG000842.jpeg,1473345,6563.5,0.45,Benign (Lành tính)
IMG000799.jpeg,524280,4936.0,0.94,Benign (Lành tính)
IMG000874.jpeg,6777334,16837.0,0.25,Benign (Lành tính)
IMG001740.jpeg,438600,2155.5,0.49,Benign (Lành tính)
IMG000798.jpeg,515028,2181.0,0.42,Benign (Lành tính)
IMG000705.jpeg,5564352,10372.5,0.19,Benign (Lành tính)
IMG000530.jpeg,5816784,5538.0,0.1,Benign (Lành tính)
IMG000474.jpeg,5547072,375064.5,6.76,Benign (Lành tính)
IMG001062.jpeg,4080384,22715.0,0.56,Benign (Lành tính)
IMG000384.jpeg,3134625,3167.0,0.1,Benign (Lành tính)
IMG000378.jpeg,851202,761.0,0.09,Benign (Lành tính)
IMG000551.jpeg,7774464,9198.0,0.12,Benign (Lành tính)
IMG001174.jpeg,6782580,169453.0,2.5,Benign (Lành tính)
IMG000201.jpeg,464035,9845.5,2.12,Malignant (Ác tính)
IMG000242.jpeg,7774464,126188.5,1.62,Malignant (Ác tính)
IMG001317.jpeg,2560030,2155.0,0.08,Benign (Lành tính)
IMG001112.jpeg,2123664,16170.5,0.76,Benign (Lành tính)
IMG001263.jpeg,4390420,30713.0,0.7,Benign (Lành tính)
IMG001665.jpeg,1184400,4600.0,0.39,Benign (Lành tính)
IMG000744.jpeg,4346148,6139.5,0.14,Benign (Lành tính)
IMG001388.jpeg,262080,6297.5,2.4,Benign (Lành tính)
IMG001670.jpeg,868188,4780.0,0.55,Benign (Lành tính)
IMG000795.jpeg,837760,14735.5,1.76,Malignant (Ác tính)
IMG001544.jpeg,416702,3858.5,0.93,Benign (Lành tính)
IMG000589.jpeg,7774464,4709.5,0.06,Benign (Lành tính)
IMG001034.jpeg,4063894,5176.5,0.13,Benign (Lành tính)
IMG001837.jpeg,1048576,8886.5,0.85,Benign (Lành tính)
IMG001688.jpeg,1210368,69132.5,5.71,Benign (Lành tính)
IMG001678.jpeg,721920,8022.5,1.11,Benign (Lành tính)
IMG001230.jpeg,5866084,311268.5,5.31,Benign (Lành tính)
IMG001454.jpeg,5193244,62631.0,1.21,Benign (Lành tính)
IMG001785.jpeg,459774,12509.0,2.72,Benign (Lành tính)
IMG001173.jpeg,2353147,188356.0,8.0,Benign (Lành tính)
IMG001248.jpeg,5400576,1208.5,0.02,Benign (Lành tính)
IMG001548.jpeg,3633780,75983.5,2.09,Benign (Lành tính)
IMG000545.jpeg,3473736,17929.5,0.52,Benign (Lành tính)
IMG001222.jpeg,3709656,246256.5,6.64,Benign (Lành tính)
IMG001310.jpeg,4623252,2333.0,0.05,Benign (Lành tính)
IMG001312.jpeg,4527020,942.5,0.02,Benign (Lành tính)
IMG000275.jpeg,1317543,2203.0,0.17,Benign (Lành tính)
IMG001801.jpeg,230112,7233.5,3.14,Benign (Lành tính)
IMG000448.jpeg,6476346,167329.5,2.58,Benign (Lành tính)
IMG001075.jpeg,2283876,18381.5,0.8,Benign (Lành tính)
IMG000948.jpeg,6786558,8926.0,0.13,Benign (Lành tính)
IMG001053.jpeg,4218916,26957.0,0.64,Benign (Lành tính)
IMG001589.jpeg,6406008,21703.0,0.34,Benign (Lành tính)
IMG001634.jpeg,6520100,199269.0,3.06,Malignant (Ác tính)
IMG001349.jpeg,1048576,4194.0,0.4,Benign (Lành tính)
IMG000034.jpeg,5507328,67811.5,1.23,Malignant (Ác tính)
IMG000810.jpeg,439837,3460.5,0.79,Benign (Lành tính)
IMG000953.jpeg,6310144,3089.0,0.05,Benign (Lành tính)
IMG001070.jpeg,3680110,18969.5,0.52,Benign (Lành tính)
IMG000752.jpeg,3826875,3894.5,0.1,Benign (Lành tính)
IMG000145.jpeg,899805,64018.5,7.11,Malignant (Ác tính)
IMG001596.jpeg,622920,14366.5,2.31,Benign (Lành tính)
IMG000459.jpeg,3645376,70922.0,1.95,Malignant (Ác tính)
IMG000204.jpeg,436620,3655.5,0.84,Malignant (Ác tính)
IMG000016.jpeg,7351056,119959.0,1.63,Malignant (Ác tính)
IMG000672.jpeg,4831488,1129.0,0.02,Benign (Lành tính)
IMG001018.jpeg,2363600,2319.0,0.1,Benign (Lành tính)
IMG001083.jpeg,3263750,155626.0,4.77,Benign (Lành tính)
IMG000056.jpeg,590570,19912.5,3.37,Malignant (Ác tính)
IMG001276.jpeg,5070998,193926.5,3.82,Benign (Lành tính)
IMG001479.jpeg,700340,11176.5,1.6,Benign (Lành tính)
IMG001551.jpeg,553984,85352.0,15.41,Malignant (Ác tính)
IMG000751.jpeg,5675904,3170.0,0.06,Benign (Lành tính)
IMG000483.jpeg,6707648,6223.0,0.09,Benign (Lành tính)
IMG000110.jpeg,278768,19387.5,6.95,Malignant (Ác tính)
IMG001139.jpeg,5125696,4876.0,0.1,Benign (Lành tính)
IMG000792.jpeg,519844,7608.0,1.46,Benign (Lành tính)
IMG001363.jpeg,6624896,88343.5,1.33,Malignant (Ác tính)
IMG001591.jpeg,5825272,542217.0,9.31,Benign (Lành tính)
IMG001124.jpeg,1043766,1245.0,0.12,Benign (Lành tính)
IMG001401.jpeg,579735,8944.5,1.54,Malignant (Ác tính)
IMG000022.jpeg,5962256,328620.5,5.51,Benign (Lành tính)
IMG001570.jpeg,487600,2539.5,0.52,Benign (Lành tính)
IMG001652.jpeg,480000,38418.0,8.0,Benign (Lành tính)
IMG001093.jpeg,4025440,117752.5,2.93,Benign (Lành tính)
IMG000171.jpeg,440100,31398.0,7.13,Malignant (Ác tính)
IMG001684.jpeg,1304320,14654.5,1.12,Benign (Lành tính)
IMG001568.jpeg,3114176,9880.5,0.32,Benign (Lành tính)
IMG000728.jpeg,5002944,1190.5,0.02,Benign (Lành tính)
IMG000856.jpeg,3415104,926.5,0.03,Benign (Lành tính)
IMG000081.jpeg,457215,14312.5,3.13,Malignant (Ác tính)
IMG000191.jpeg,353430,7140.0,2.02,Malignant (Ác tính)
IMG000745.jpeg,4332379,24641.0,0.57,Benign (Lành tính)
IMG000565.jpeg,1987968,1919.5,0.1,Benign (Lành tính)
IMG001269.jpeg,3700008,1849.5,0.05,Benign (Lành tính)
IMG000360.jpeg,7929600,12865.5,0.16,Benign (Lành tính)
IMG000265.jpeg,8121264,24608.0,0.3,Benign (Lành tính)
IMG001527.jpeg,7286069,1073626.5,14.74,Benign (Lành tính)
IMG001301.jpeg,3724880,242759.0,6.52,Benign (Lành tính)
IMG001562.jpeg,1587800,82230.0,5.18,Malignant (Ác tính)
IMG001646.jpeg,1197600,75453.5,6.3,Malignant (Ác tính)
IMG000656.jpeg,7774464,210630.5,2.71,Benign (Lành tính)
IMG000127.jpeg,459154,16970.5,3.7,Malignant (Ác tính)
IMG000079.jpeg,351216,11427.5,3.25,Malignant (Ác tính)
IMG001434.jpeg,1630200,33665.5,2.07,Malignant (Ác tính)
IMG000192.jpeg,324018,5392.0,1.66,Malignant (Ác tính)
IMG000725.jpeg,3679425,8880.5,0.24,Benign (Lành tính)
IMG000561.jpeg,1159025,5668.5,0.49,Benign (Lành tính)
IMG001154.jpeg,2699840,2743.5,0.1,Benign (Lành tính)
IMG001109.jpeg,6355930,19068.5,0.3,Benign (Lành tính)
IMG001202.jpeg,2349312,2009.0,0.09,Benign (Lành tính)
IMG000613.jpeg,6543360,44500.0,0.68,Benign (Lành tính)
IMG000187.jpeg,506987,13859.0,2.73,Malignant (Ác tính)
IMG000362.jpeg,8590400,10888.0,0.13,Benign (Lành tính)
IMG001000.jpeg,3632772,118845.5,3.27,Benign (Lành tính)
IMG000556.jpeg,7774464,4742.0,0.06,Malignant (Ác tính)
IMG000042.jpeg,490456,5140.0,1.05,Malignant (Ác tính)
IMG001137.jpeg,1223092,5236.0,0.43,Benign (Lành tính)
IMG000956.jpeg,4227136,16044.5,0.38,Benign (Lành tính)
IMG000827.jpeg,556756,1836.0,0.33,Malignant (Ác tính)
IMG001076.jpeg,2331676,28109.5,1.21,Benign (Lành tính)
IMG001861.jpeg,1206272,78483.5,6.51,Benign (Lành tính)
IMG000658.jpeg,7774464,4096.5,0.05,Benign (Lành tính)
IMG001452.jpeg,11764000,269937.5,2.29,Benign (Lành tính)
IMG000542.jpeg,4423584,1702.0,0.04,Benign (Lành tính)
IMG000567.jpeg,3015524,911.5,0.03,Benign (Lành tính)
IMG001656.jpeg,1048576,4458.0,0.43,Malignant (Ác tính)
IMG000861.jpeg,5709520,17887.5,0.31,Benign (Lành tính)
IMG000685.jpeg,4859946,1718.0,0.04,Benign (Lành tính)
IMG001140.jpeg,3802470,4515.0,0.12,Benign (Lành tính)
IMG000604.jpeg,3963910,14315.0,0.36,Benign (Lành tính)
IMG001756.jpeg,1252352,2758.5,0.22,Benign (Lành tính)
IMG000085.jpeg,533336,82517.0,15.47,Malignant (Ác tính)
IMG001715.jpeg,349440,22431.5,6.42,Benign (Lành tính)
IMG000706.jpeg,4268016,6642.0,0.16,Benign (Lành tính)
IMG000910.jpeg,3703224,1194.5,0.03,Benign (Lành tính)
IMG001009.jpeg,3573128,266930.5,7.47,Benign (Lành tính)
IMG000066.jpeg,387204,5364.0,1.39,Malignant (Ác tính)
IMG000692.jpeg,5190502,6457.5,0.12,Benign (Lành tính)
IMG001559.jpeg,2765308,194085.0,7.02,Malignant (Ác tính)
IMG001096.jpeg,6180300,9072.0,0.15,Benign (Lành tính)
IMG001433.jpeg,1630200,40844.0,2.51,Malignant (Ác tính)
IMG000174.jpeg,691704,9891.5,1.43,Malignant (Ác tính)
IMG000712.jpeg,2900114,500.5,0.02,Benign (Lành tính)
IMG001846.jpeg,618936,6957.0,1.12,Benign (Lành tính)
IMG000709.jpeg,5368704,7123.0,0.13,Benign (Lành tính)
IMG000516.jpeg,6940776,28772.0,0.41,Benign (Lành tính)
IMG000158.jpeg,369556,14693.5,3.98,Malignant (Ác tính)
IMG001425.jpeg,3432000,41282.0,1.2,Benign (Lành tính)
IMG000494.jpeg,3755616,1991.0,0.05,Benign (Lành tính)
IMG000979.jpeg,6103296,749.0,0.01,Benign (Lành tính)
IMG000456.jpeg,7774464,61452.5,0.79,Benign (Lành tính)
IMG001121.jpeg,3802470,8384.5,0.22,Benign (Lành tính)
IMG000071.jpeg,722890,44710.5,6.18,Malignant (Ác tính)
IMG001100.jpeg,5113744,284065.5,5.55,Benign (Lành tính)
IMG000819.jpeg,427688,3088.0,0.72,Malignant (Ác tính)
IMG000962.jpeg,9659499,448413.5,4.64,Benign (Lành tính)
IMG001800.jpeg,1314816,24222.5,1.84,Benign (Lành tính)
IMG001010.jpeg,3589296,109475.5,3.05,Benign (Lành tính)
IMG000988.jpeg,5299204,3415.0,0.06,Benign (Lành tính)
IMG001564.jpeg,782686,115324.5,14.73,Benign (Lành tính)
IMG001357.jpeg,4500957,279455.5,6.21,Benign (Lành tính)
IMG000733.jpeg,3946263,1545.0,0.04,Benign (Lành tính)
IMG000610.jpeg,7774464,15502.5,0.2,Benign (Lành tính)
IMG001630.jpeg,1336800,52327.5,3.91,Malignant (Ác tính)
IMG000289.jpeg,4587416,66259.0,1.44,Malignant (Ác tính)
IMG000760.jpeg,1120878,1345.5,0.12,Benign (Lành tính)
IMG000134.jpeg,613695,37629.0,6.13,Malignant (Ác tính)
IMG000216.jpeg,4529220,545125.0,12.04,Malignant (Ác tính)
IMG001282.jpeg,6729008,268834.0,4.0,Benign (Lành tính)
IMG000065.jpeg,329132,3657.5,1.11,Malignant (Ác tính)
IMG001726.jpeg,176102,2044.5,1.16,Malignant (Ác tính)
IMG001241.jpeg,3703224,154870.0,4.18,Benign (Lành tính)
IMG001555.jpeg,5674068,992004.0,17.48,Benign (Lành tính)
IMG001409.jpeg,309608,52079.0,16.82,Malignant (Ác tính)
IMG001016.jpeg,3706440,73403.5,1.98,Benign (Lành tính)
IMG000128.jpeg,509020,31807.5,6.25,Malignant (Ác tính)
IMG000703.jpeg,3549483,5781.0,0.16,Benign (Lành tính)
IMG000255.jpeg,6192522,16958.0,0.27,Benign (Lành tính)
IMG001682.jpeg,683088,20497.0,3.0,Malignant (Ác tính)
IMG001495.jpeg,7709525,43999.0,0.57,Benign (Lành tính)
IMG000871.jpeg,3700008,1157.5,0.03,Benign (Lành tính)
IMG001330.jpeg,5961714,5116.5,0.09,Benign (Lành tính)
IMG000225.jpeg,2394885,72645.0,3.03,Malignant (Ác tính)
IMG000818.jpeg,664416,54973.5,8.27,Benign (Lành tính)
IMG001754.jpeg,1304320,1191.5,0.09,Benign (Lành tính)
IMG000931.jpeg,8099716,1435.5,0.02,Benign (Lành tính)
IMG000263.jpeg,4025900,3009.5,0.07,Benign (Lành tính)
IMG001099.jpeg,499153,25155.0,5.04,Benign (Lành tính)
IMG000257.jpeg,3333996,17524.5,0.53,Benign (Lành tính)
IMG000644.jpeg,5854792,45889.0,0.78,Benign (Lành tính)
IMG001744.jpeg,1277952,21170.5,1.66,Malignant (Ác tính)
IMG000746.jpeg,4656543,36037.5,0.77,Benign (Lành tính)
IMG001268.jpeg,1362471,9599.5,0.7,Benign (Lành tính)
IMG001471.jpeg,4549440,213082.5,4.68,Malignant (Ác tính)
IMG001638.jpeg,694254,7621.0,1.1,Benign (Lành tính)
IMG000198.jpeg,433755,5293.0,1.22,Malignant (Ác tính)
IMG000616.jpeg,3982389,57384.5,1.44,Benign (Lành tính)
IMG000519.jpeg,7037360,14186.5,0.2,Benign (Lành tính)
IMG001159.jpeg,6604900,88011.5,1.33,Benign (Lành tính)
IMG000834.jpeg,447744,11688.5,2.61,Benign (Lành tính)
IMG001582.jpeg,5532725,60998.0,1.1,Benign (Lành tính)
IMG000349.jpeg,4696164,1515.5,0.03,Benign (Lành tính)
IMG001210.jpeg,1778880,109674.5,6.17,Benign (Lành tính)
IMG000533.jpeg,3722596,57980.5,1.56,Benign (Lành tính)
IMG000981.jpeg,2980800,559.0,0.02,Benign (Lành tính)
IMG001834.jpeg,404754,11709.5,2.89,Benign (Lành tính)
IMG000426.jpeg,4193660,6482.0,0.15,Benign (Lành tính)
IMG000379.jpeg,5371008,31264.5,0.58,Benign (Lành tính)
IMG001507.jpeg,119250,1848.0,1.55,Benign (Lành tính)
IMG001640.jpeg,865634,13075.0,1.51,Benign (Lành tính)
IMG001469.jpeg,6563808,32017.5,0.49,Benign (Lành tính)
IMG001511.jpeg,1000725,63808.0,6.38,Malignant (Ác tính)
IMG001698.jpeg,1087536,17157.5,1.58,Benign (Lành tính)
IMG000439.jpeg,2997680,1307.5,0.04,Benign (Lành tính)
IMG001252.jpeg,3700008,24330.0,0.66,Benign (Lành tính)
IMG001033.jpeg,3700008,4336.5,0.12,Benign (Lành tính)
IMG000928.jpeg,3443206,2855.0,0.08,Benign (Lành tính)
IMG001460.jpeg,4387128,109126.5,2.49,Benign (Lành tính)
IMG000812.jpeg,503344,11908.5,2.37,Malignant (Ác tính)
IMG001500.jpeg,2302344,43989.5,1.91,Malignant (Ác tính)
IMG001764.jpeg,871424,3214.5,0.37,Benign (Lành tính)
IMG001426.jpeg,2464480,9305.0,0.38,Benign (Lành tính)
IMG000238.jpeg,7774464,18003.5,0.23,Benign (Lành tính)
IMG001162.jpeg,2433284,26712.0,1.1,Benign (Lành tính)
IMG000335.jpeg,6239856,3872.5,0.06,Benign (Lành tính)
IMG001455.jpeg,9827829,160951.5,1.64,Benign (Lành tính)
IMG001413.jpeg,2415952,4245.0,0.18,Benign (Lành tính)
IMG000210.jpeg,2346624,9159.5,0.39,Benign (Lành tính)
IMG001729.jpeg,1326080,955.0,0.07,Benign (Lành tính)
IMG000619.jpeg,5408508,2240.5,0.04,Benign (Lành tính)
IMG001098.jpeg,3944196,37157.5,0.94,Benign (Lành tính)
IMG001674.jpeg,414468,43005.5,10.38,Malignant (Ác tính)
IMG001183.jpeg,7022500,438454.0,6.24,Benign (Lành tính)
IMG001204.jpeg,3707830,256252.0,6.91,Benign (Lành tính)
IMG000843.jpeg,2351622,6451.0,0.27,Benign (Lành tính)
IMG001336.jpeg,6781310,5403.0,0.08,Benign (Lành tính)
IMG001223.jpeg,3272376,2009.5,0.06,Benign (Lành tính)
IMG000850.jpeg,1848886,2869.5,0.16,Benign (Lành tính)
IMG000622.jpeg,5710320,40734.5,0.71,Benign (Lành tính)
IMG001123.jpeg,6775426,59953.5,0.88,Benign (Lành tính)
IMG000935.jpeg,8678916,5604.5,0.06,Benign (Lành tính)
IMG001547.jpeg,2585952,187882.5,7.27,Benign (Lành tính)
IMG000342.jpeg,6270720,14788.5,0.24,Benign (Lành tính)
IMG001805.jpeg,862208,7266.0,0.84,Benign (Lành tính)
IMG001012.jpeg,3047776,2477.5,0.08,Benign (Lành tính)
IMG001822.jpeg,1072384,12542.0,1.17,Benign (Lành tính)
IMG000912.jpeg,4016432,4159.0,0.1,Benign (Lành tính)
IMG000575.jpeg,5602752,183782.5,3.28,Benign (Lành tính)
IMG000326.jpeg,1832576,2346.5,0.13,Benign (Lành tính)
IMG000566.jpeg,7774464,1338.0,0.02,Benign (Lành tính)
IMG001108.jpeg,6119586,16035.0,0.26,Benign (Lành tính)
IMG000893.jpeg,4008004,1615.5,0.04,Benign (Lành tính)
IMG000961.jpeg,1992886,9544.5,0.48,Benign (Lành tính)
IMG000455.jpeg,7774464,136906.0,1.76,Benign (Lành tính)
IMG001606.jpeg,381956,16750.0,4.39,Benign (Lành tính)
IMG001244.jpeg,1013610,50035.0,4.94,Benign (Lành tính)
IMG001776.jpeg,1184400,179.5,0.02,Benign (Lành tính)
IMG001013.jpeg,3293316,72871.5,2.21,Benign (Lành tính)
IMG000129.jpeg,494910,9845.0,1.99,Malignant (Ác tính)
IMG001858.jpeg,1341440,48594.5,3.62,Benign (Lành tính)
IMG001320.jpeg,2980800,3092.5,0.1,Benign (Lành tính)
IMG001533.jpeg,714641,117017.5,16.37,Malignant (Ác tính)
IMG000341.jpeg,3676400,8678.0,0.24,Benign (Lành tính)
IMG001242.jpeg,3523128,15204.0,0.43,Benign (Lành tính)
IMG000599.jpeg,7640640,87434.0,1.14,Benign (Lành tính)
IMG001722.jpeg,921600,2660.0,0.29,Benign (Lành tính)
IMG001779.jpeg,1198344,4402.0,0.37,Benign (Lành tính)
IMG001344.jpeg,3707830,5321.5,0.14,Benign (Lành tính)
IMG000188.jpeg,511836,7281.5,1.42,Malignant (Ác tính)
IMG000883.jpeg,3679830,18269.0,0.5,Benign (Lành tính)
IMG000915.jpeg,3706440,185008.0,4.99,Benign (Lành tính)
IMG000741.jpeg,7416272,1145.0,0.02,Benign (Lành tính)
IMG001442.jpeg,653484,29619.0,4.53,Benign (Lành tính)
IMG000649.jpeg,7774464,1765.5,0.02,Benign (Lành tính)
IMG001395.jpeg,200528,18267.0,9.11,Malignant (Ác tính)
IMG000521.jpeg,6740712,34789.5,0.52,Benign (Lành tính)
IMG000957.jpeg,5550736,18448.5,0.33,Benign (Lành tính)
IMG000590.jpeg,7774464,5551.0,0.07,Benign (Lành tính)
IMG000115.jpeg,407124,3296.0,0.81,Malignant (Ác tính)
